id,text,annotation,iteration,ka_mean,ka_lower,ka_upper,label
284,THE DONALD & CARLEY - Perfect Together! - #Trump #SemST,1,0,NA,NA,NA,stance_long
274,#Trump is ruining a party quicker than the police! #gop #SemST,0,0,NA,NA,NA,stance_long
79,"Considering the fact that Bush was a president of this country, I don't see it a joke that Trump is running ! #Election2016 #SemST",1,0,NA,NA,NA,stance_long
39,"If you live in a Trump building, congratulations on that decision #SemST",1,0,NA,NA,NA,stance_long
254,"@realDonaldTrump is the only candidate who has in no way, shape or form been brainwashed by the pc police. #SemST",1,0,NA,NA,NA,stance_long
161,Hey @MayorGregor thanks for letting a racist bigot build a giant tower with his name on it downtown. Real proud of ya. #SemST,0,0,NA,NA,NA,stance_long
14,"The way @realDonaldTrump is taking flak, he must be over the target. #SemST",1,0,NA,NA,NA,stance_long
168,Conflict is a vehicle for change!  Ask @realDonaldTrump Trump becoming a front runner. #USA #leadership #SemST,1,0,NA,NA,NA,stance_long
76,"We get all the bad #Mexicans...minus the ones whose labor built your empire, of course. #TrumpedFacts #Delusional #GTFOH #SemST",0,0,NA,NA,NA,stance_long
252,.@realDonaldTrump should've kept his mouth shut & not run for Pres. He is making the biggest fool out of himself. He's fired #SemST,0,0,NA,NA,NA,stance_long
127,"Props to @nbc, they are connected to Telemundo. Even more impressive they dumped Trump after Univision squabble. #DumpTrump #SemST",1,0,NA,NA,NA,stance_long
88,America: Isn't it time we ignored Donald Trump? He's not a serious person. @NYPD should revoke his gun permit. #Immigration #NBC #SemST,0,0,NA,NA,NA,stance_long
253,We need Obama out and @realDonaldTrump in the White House ASAP #SemST,1,0,NA,NA,NA,stance_long
137,"If there was such a thing as the ""American"" Hitler. Donald Trump would probably be that guy. #nationalism #SemST",0,0,NA,NA,NA,stance_long
279,@realDonaldTrump Just watched you on @FoxNews. You are awesome! You have my vote! #MakeAmericaGreatAgain #SemST,1,0,NA,NA,NA,stance_long
95,"hey y'all giving a big old s/o to donald trump, we settled our differences and are butt tight now #SemST",1,0,NA,NA,NA,stance_long
23,"One of the key problems today is that politics is such a disgrace, good people don't go into government. - @realDonaldTrump #SemST",1,0,NA,NA,NA,stance_long
107,@gpacja @TexanJustin @JebBush @Isikoff @realDonaldTrump you're an awful person. Free speech. I'll pray for you're soul. #SemST,0,0,NA,NA,NA,stance_long
130,@Colin_McManus7 2016 is the first election I can vote in and I am proudly voting for @realDonaldTrump #trumpforpresident #SemST,1,0,NA,NA,NA,stance_long
100,@realDonaldTrump I'm RTing every tweet you post! Go get em Mr. Trump- you're reigniting the fire of the American Spirit- FIGHT! #SemST,1,0,NA,NA,NA,stance_long
312,@realDonaldTrump u talk a big bigoted talk & yet use illegals @ your new DC prop.Thank GD u being POTUS isn't viable! #trumpsucks #SemST,0,0,NA,NA,NA,stance_long
151,Republicans. The party that rewards racial hatred and bigotry with a front-runner status for the Presidential nomination. #SemST,0,0,NA,NA,NA,stance_long
248,Get the truth from Trump! @realDonaldTrump #SemST,1,0,NA,NA,NA,stance_long
207,Trump's comments show he cannot be taken seriously. The fact he's polling high shows the party should not be taken seriously. #SemST,0,0,NA,NA,NA,stance_long
104,"We are now witnessing possibly the most disastrous attempt to run for presidency ever, courtesy of @realDonaldTrump #Fail #SemST",0,0,NA,NA,NA,stance_long
172,I feel like the 2016 Presidential race is @realDonaldTrump vs. Matropolis ie The Machine.    Lets defeat the machine #SemST,1,0,NA,NA,NA,stance_long
222,Really respect @realDonaldTrump for giving up #TheApprentice to make way for his #campaign #AmericaNeedsThis #GodBlessedAmerica #SemST,1,0,NA,NA,NA,stance_long
261,"Holy shit ,the @realDonaldTrump is one looney mother fucker.  He'll never make it to the first debate #sideshow #SemST",0,0,NA,NA,NA,stance_long
238,@realDonaldTrump You're FIRED! Now get out of here! Go!    #SemST,0,0,NA,NA,NA,stance_long
249,@JoeyBats19 Join Twitter Trump brigade #onethousandtweets to support message #MakeAmericaGreatAgain @realDonaldTrump #SemST,1,0,NA,NA,NA,stance_long
144,Macy's to stop selling Trump merch. I guess he'll sue them next. #SemST,0,0,NA,NA,NA,stance_long
228,Miss USA host De la Fuente quits pageant and call @realDonaldTrump ignorant and a clown... #SemST,0,0,NA,NA,NA,stance_long
138,Clearly @realDonaldTrump has very good finance people because his shocking racist comments proves he not an intelligent human! #SemST,0,0,NA,NA,NA,stance_long
184,@realDonaldTrump @Virginia4USA @ArtistdeeDd @HowardKurtz We all Mr. Trump. #usa  #SemST,1,0,NA,NA,NA,stance_long
280,@realDonaldTrump Favorites and retweets keep piling up for Trump! He's killing the other candidates! #SemST,1,0,NA,NA,NA,stance_long
119,#greta Trump is absolutely on fire right now! He is a good man with a great family. He is the medicine this country needs! #SemST,1,0,NA,NA,NA,stance_long
259,@realDonaldTrump had a point and one the liberal media won't dare come close to! We have a fragile and wide open border!  #SemST,1,0,NA,NA,NA,stance_long
287,Watching what Donald Trump said about Mexicans was shocking! Let's not give this appalling man a platform. #SemST,0,0,NA,NA,NA,stance_long
232,@realDonaldTrump No more Bush or Hillary Clinton #SemST,1,0,NA,NA,NA,stance_long
310,I hope every Billionaire learned their lesson bout talking sh%t about Mexicans!  Do it in your golf clubs NOT on TV! #SemST,0,0,NA,NA,NA,stance_long
170,I suddenly find myself liking @nbc a whole lot more than ever before.forPresidentoftheClubofIdiots #SemST,1,0,NA,NA,NA,stance_long
50,He doesn't care & would have to give up TV gigs anyway to run... loves attention & controversy  #SemST,1,0,NA,NA,NA,stance_long
197,@ouchinagirl @TrumpNY2016 @GOP TRUMP FOR PRESIDENT AS HE DOESN'T MINCE WORDS!!!! #SemST,1,0,NA,NA,NA,stance_long
160,@ac360 @ananavarro @andersoncooper #AC360 HECK YEAH BOMB THE CRAP OUT OF #IRAQ & SEND IN PROS TO RUN OIL FIELDS! @realDonaldTrump #SemST,1,0,NA,NA,NA,stance_long
182,"Donald J. Trump, I am voting for you to be our next ""El Presidente""! #trumpforpresident #SemST",1,0,NA,NA,NA,stance_long
244,Donald Trump stays roasting on Twitter  #SemST,1,0,NA,NA,NA,stance_long
25,@TMZ trump a guy born with a silver spoon up his ass who has never done a hard days work in his life  #DumpTrump #YoureFired  #SemST,0,0,NA,NA,NA,stance_long
4,THE @realDonaldTrump **MAKING TWO FEES INSTEAD OF ONE**  WE NEED A WINNER IN THE WHITE HOUSE AGAIN  #MakeAmericaGreatAgain !!  #SemST,1,0,NA,NA,NA,stance_long
262,@USAlivestrong @scottscameron @ljmljm55 @blondygirl1 @eavesdropann @autumkat @texasflutegal 100% Support #Trump.. #SemST,1,0,NA,NA,NA,stance_long
227,.@nbc ends relationship with @realDonaldTrump over his disgusting derogatory remarks. This man ha no place in the White House. #SemST,0,0,NA,NA,NA,stance_long
35,"@realDonaldTrump is just saying what most are thinking, you have to give him credit #Trump4POTUS #SemST",1,0,NA,NA,NA,stance_long
215,"@realDonaldTrump Sir, i just want you to know that you'll be the greatest President of this Generation!  #SemST",1,0,NA,NA,NA,stance_long
69,"@realDonaldTrump don't care what anybody says. In November 2016, you will have my vote. Where can I get your bumper sticker?? #SemST",1,0,NA,NA,NA,stance_long
135,RT @reel_fisherman6: I think Donald would bring this country back to where we used to be #SemST,1,0,NA,NA,NA,stance_long
306,@realDonaldTrump we need someone like you who won't back down to ANYONE or ANYTHING #SemST,1,0,NA,NA,NA,stance_long
19,"@Montel_Williams , ex 2bit talk show host, talking shit about @realDonaldTrump . Fuck off montel!! @cnn. #SemST",0,0,NA,NA,NA,stance_long
196,"The only reason people have a problem with @realDonaldTrump is because he speaks the truth, which offends the soft Americans. #SemST",1,0,NA,NA,NA,stance_long
153,"@realDonaldTrump people are scared to hear the truth and that's why they fear you. If you don't tell it like it is, no one will. #SemST",1,0,NA,NA,NA,stance_long
155,Donald Trump is so crazy I'm scared if I was hanging with him he would think it would be okay to sell me back to slavery! #SemST,0,0,NA,NA,NA,stance_long
277,@realDonaldTrump Any more campaign stops in Chicago anytime soon? Good luck! #SemST,1,0,NA,NA,NA,stance_long
58,"@realDonaldTrump Let's face it, we've become a passive, inert nation controlled by thugs, and redistributionists. #SemST",0,0,NA,NA,NA,stance_long
234,Lying to justify political correctness is still nothing but a lie.   #Teaparty #SemST,0,0,NA,NA,NA,stance_long
156,@realDonaldTrump @PamplinFilmCo We needs some Ballz back in the WH.. #SemST,1,0,NA,NA,NA,stance_long
113,@marcorubio @GovernorPerry @GrahamBlog @McConnellPress Your silence is deafening. #TrumpIsRight #SecureTheBorder #illegalaliens #SemST,0,0,NA,NA,NA,stance_long
41,@realDonaldTrump keep it up Mr Trump-when the Dems and Repubs are attacking-you know your doing it right! #MakeAmericaGreatAgain #SemST,1,0,NA,NA,NA,stance_long
220,"@ABC Stupid is as stupid does! Showedhis true colors; seems that he ignores that US was invaded, & plundered,not discovered #SemST",0,0,NA,NA,NA,stance_long
56,@realDonaldTrump gonna be on @greta show right now! #greta #TrumpIsRight #SemST,1,0,NA,NA,NA,stance_long
75,@JebBush and @marcorubio cannot speak their minds b/c they are paid 2 keep things pc. @realDonaldTrump ANSWERS TO NO ONE! #SemST,1,0,NA,NA,NA,stance_long
60,@realDonaldTrump is the only candidate who has the backbone to get our #country back on the #rightpath #SemST,1,0,NA,NA,NA,stance_long
199,DID YOU KNOW that the U.S Constitution is now under full pledge attack by the Obama tyrant administration? #WethePeople #SemST,0,0,NA,NA,NA,stance_long
49,@ErinBurnett #cnn WHY WOULD IT HURT @realDonaldTrump TO SAY SOME ILLEGAL IMMS RAPE? @JOHN_WALSH JUST SAID IT'S TRUE @OutFrontCNN #SemST,0,0,NA,NA,NA,stance_long
195,"Well, someone's doing the raping. I get combed and gooped up so much, Donald's the one doing the raping. He never understands. #SemST",0,0,NA,NA,NA,stance_long
18,Politicians are destroying America. We need more people like @realDonaldTrump  to run for office #SemST,1,0,NA,NA,NA,stance_long
247,"Spine, I would like for you to meet the Republican Party.  #SemST",1,0,NA,NA,NA,stance_long
276,@realDonaldTrump we need you in office.. Keep doing what your doing. #VoteTrump #MakeAmericaGreatAgain #SemST,1,0,NA,NA,NA,stance_long
258,Comments by @realDonaldTrump were hateful & disgusting. Everyone should sever their ties with him. Thanks @Macys @Univision @nbc #SemST,0,0,NA,NA,NA,stance_long
226,Trump for prez he couldn't do any worse so give him a shot #SemST,1,0,NA,NA,NA,stance_long
163,Will be watching @AC360 again tomorrow to watch @realDonaldTrump interview continuation. #MakeAmericaGreatAgain #SemST,1,0,NA,NA,NA,stance_long
121,@realDonaldTrump notice the @StopHillaryPAC didn't include you probly @KarlRove hiding behind a name again #Trump #trumpisright #SemST,1,0,NA,NA,NA,stance_long
183,.@DannyZuker   With ONE speech @realDonaldTrump managed to financially screw himself.  Imagine what he can do for us as POTUS! #SemST,0,0,NA,NA,NA,stance_long
140,@marcorubio .  Adios for your comments about @realDonaldTrump .. You are a disappointment. #SemST,0,0,NA,NA,NA,stance_long
123,@tommyhubb @JonathanHoenig Obama sees everything through an anti-Colonial prism.Every move he makes degrades our nation.#Cashinin #SemST,0,0,NA,NA,NA,stance_long
169,Only good thing about Trump's presidential run is that by the end of it he will be a billion or 2 short #SemST,0,0,NA,NA,NA,stance_long
147,What's @realDonaldTrump wife's Twitter handle? I need to ask her if his balls are made of brass...I'm certain they are.   #NoHomo #SemST,0,0,NA,NA,NA,stance_long
223,Wondering who is going to make your suites now. @realDonaldTrump  Maybe the rapist and killers you speak about will. #SemST,0,0,NA,NA,NA,stance_long
136,ENOUGH. 4FAR 2LONG  2% of pop. has dictated 2the 98% due 2fear by PCpolice/afraid 2b called a bigot/racist. NO MORE!  #ccot #SemST,1,0,NA,NA,NA,stance_long
217,@realDonaldTrump is the ONLY candidate with BALLS!!!!! #SemST,1,0,NA,NA,NA,stance_long
282,",@realDonaldTrump trumps presidential dreams r about as real as KimJonguns unicorns. #SemST",0,0,NA,NA,NA,stance_long
315,delusional - adjective  1. having false or unrealistic beliefs or opinions 2. Donald Trump  #presidentialelection2016 #SemST,0,0,NA,NA,NA,stance_long
85,@realDonaldTrump Don't let the @GOP tell you how to run!  #America doesn't need another politician.  #MakeAmericaGreatAgain only #SemST,1,0,NA,NA,NA,stance_long
128,Trump believes in traditional marriage so strongly that he's been traditionally married 3x. He should teach a class or something. #SemST,0,0,NA,NA,NA,stance_long
141,And this dude wants to be potus #FOH #SemST,0,0,NA,NA,NA,stance_long
231,@realDonaldTrump you're not playing to win this = #SemST,1,0,NA,NA,NA,stance_long
33,"@realDonaldTrump you know that middle class is Latino's, right? You just shitted all over that working class you claim to need. #SemST",0,0,NA,NA,NA,stance_long
102,@realDonaldTrump Just want to say thank you for not pandering to the pc police! #richforareason #nofear #SemST,1,0,NA,NA,NA,stance_long
190,Go back to focusing on brainless beauties... Oh wait you can't cuz you've been fired #NBC #youlose #sorrynotsorry #SemST,0,0,NA,NA,NA,stance_long
17,@NachoQuesado @kevinsnebula @iconogasmic @Anarkitteh @alaindebotton Your Fired! #yourfired #UpWithTrump #SemST,1,0,NA,NA,NA,stance_long
139,@realDonaldTrump: We have got to take our country back. It's time! Win it Mr. Trump #SemST,1,0,NA,NA,NA,stance_long
8,"Please, understand that Donald Trump mouth is full of shit due to his Mexican maid having access to his toothbrush. #SemST",0,0,NA,NA,NA,stance_long
214,"@realDonaldTrump You have our backs, and we have yours. You have my vote. Boycotting anyone who opposes your patriotism. We need #SemST",1,0,NA,NA,NA,stance_long
225,"Donald Trump gets the boot from #NBC for calling immigrants rapists and murderers. Hey Donnie, where's your wife from again? #SemST",0,0,NA,NA,NA,stance_long
21,You know Donald Trump is in deep when most Neo-Conservatives call him out on his bullsh*t speech. #SemST,0,0,NA,NA,NA,stance_long
178,@realDonaldTrump let the haters run away. You can now see who  you're true supporters are. #SemST,1,0,NA,NA,NA,stance_long
103,@realDonaldTrump  I like Mexicans who come to US legally.  #IStandWithTrump #SemST,1,0,NA,NA,NA,stance_long
162,@soxsher @Lrihendry @realDonaldTrump  Please make it right again! #SemST,1,0,NA,NA,NA,stance_long
205,"Donald Trump has me ""L-ing my A O.""  This dude is nuts I highly recommend watching the #CNN interview.  He is entertaining.  #SemST",1,0,NA,NA,NA,stance_long
150,"@mailandguardian There goes the Latino vote, Donald Dumb!! #SemST",0,0,NA,NA,NA,stance_long
154,@CNNPolitics @Eugene_Scott  Careful Donald. Don't get carried away. #SemST,0,0,NA,NA,NA,stance_long
99,@realDonaldTrump needs to learn when to stop talking. You are making it worse Donald... so much worse. #SemST,0,0,NA,NA,NA,stance_long
204,I wonder if Trump is at the Mexico soccer game in Chicago? I hear he has a lot of supporters there #SemST,1,0,NA,NA,NA,stance_long
272,Everything Donald Trump said was 100% true though. #SemST,1,0,NA,NA,NA,stance_long
299,Donald Trump for president? I can dig it.  #SemST,1,0,NA,NA,NA,stance_long
278,@realDonaldTrump Really? The perfect definition of ignorance... The perfect example of someone who does not know reality... #SemST,0,0,NA,NA,NA,stance_long
211,Donald Trump needs to stop embarrassing himself. Racist assholes.... #SemST,0,0,NA,NA,NA,stance_long
122,@inspirationguy U r a LOSER and jealous of me cos I'm RICH #TrumpWillBeThePrezCosWinningIsAllHeDoesUnlikeYouLosersAlsoBanTheTacos #SemST,0,0,NA,NA,NA,stance_long
187,"TY Michael @ASavageNation ""I'd do anything to help him; he's right, he's telling the truth"" @realDonaldTrump #BoycottMacys  #SemST",1,0,NA,NA,NA,stance_long
53,I really hope @realDonaldTrump doesn't combover and shoot me with the pistol he's constantly packing.. #SemST,0,0,NA,NA,NA,stance_long
27,Congrats to the @GOP for having @realDonaldTrump in first place amongst its 2016 candidates. #GOP2016 #Jeb2016 #walker2016 #SemST,1,0,NA,NA,NA,stance_long
3,Mainstream media should not be giving Donald Trump airtime. Focus on real issues. #SemST,0,0,NA,NA,NA,stance_long
0,"If my only impression of the US was Donald Trump, I think I would hate it. #SemST",0,0,NA,NA,NA,stance_long
38,"@UPROXX good,, trumps speaking of illrgal immigrants,,, its her loss #SemST",1,0,NA,NA,NA,stance_long
142,Mr. @realDonaldTrump   I appreciate you standing your ground as you've done.  I can say I've never felt better about voting. #SemST,1,0,NA,NA,NA,stance_long
317,"@mdsbarry ILLEGAL ALIENS come to US collect welfare and social security, its time to #MakeAmericaGreatAgain SECURE OUR BORDERS  #SemST",1,0,NA,NA,NA,stance_long
11,I love how everyone thinks canceling @realDonaldTrump's ventures will do anything but hurt themselves. This man has my vote! #SemST,1,0,NA,NA,NA,stance_long
177,I'm Fonald Frump and EVERYBODY THINKS YOU'RE AN IDIOT.forPresident #SemST,0,0,NA,NA,NA,stance_long
245,GOP candidate predictions? America decides to play the Trump card and go with the man with the plan. #SemST,1,0,NA,NA,NA,stance_long
143,@realDonaldTrump Its admirable how you're willing to lose sponsors for the greater good. We've longed for voice like yours! #SemST,1,0,NA,NA,NA,stance_long
110,"@theblaze American ppl are prolife, anti #Obamacare, pro #bordersecurity pro traditional marriage. Where has that gotten us. #SemST",1,0,NA,NA,NA,stance_long
213,"@Reince @SharonDay @realDonaldTrump @tedcruz @JebBush Wshgton Cartel, incompetent GOP leaders support losers like Romney, McCain! #SemST",1,0,NA,NA,NA,stance_long
30,"@seanhannity @BobbyJindal He would be great Vp for Trump.. 2 of  kind,#MakeAmericaGreatAgain , #SemST",1,0,NA,NA,NA,stance_long
90,"@MarioLopezExtra @nbc fires Trump, but maintains strong ties with @BWilliams @TheRevAl #LAUGHABLE #JOKE #LIARS #NBC GO #SemST",0,0,NA,NA,NA,stance_long
40,@realDonaldTrump I feel the train is gaining steam.  #SemST,1,0,NA,NA,NA,stance_long
191,Coming soon to @NBCSports - Muslim sports cid:7D8CC0C5-9231-4700-B63E-8CB2E0C1EC6C/22C1780B-C578-4ECD-9BE0-CA3901D4EAF6 #SemST,0,0,NA,NA,NA,stance_long
87,"Unlike Obama, @realDonaldTrump doesn't need a teleprompter.  #SemST",1,0,NA,NA,NA,stance_long
57,"@realDonaldTrump the thing I like about Mr Trump is that if he shoots himself in the foot, he can buy another.  #SemST",1,0,NA,NA,NA,stance_long
316,"@realDonaldTrump U gonna take this? I hope not! Bullshit from #Univision #NBCUniversal and #Macys. ""Magic of Macy's"" my ass #SemST",0,0,NA,NA,NA,stance_long
295,"@realDonaldTrump has formed the ""Racistublicans"". The political party for old fat assholes. #Racistublicans  #Republicans  #SemST",0,0,NA,NA,NA,stance_long
86,Thanks to @realDonaldTrump our Hispanic community finally has woken up from the dead! #GovernmentAndPolitics #WhiteHouse #SemST,1,0,NA,NA,NA,stance_long
37,Just because you own a casino (bankrupt) doesn't mean your family didn't immigrate too #America #SemST,0,0,NA,NA,NA,stance_long
26,"Le(a)nin left RT @uss_victory: @realDonaldTrump /#LongLiveLiberty; Better is a ""#Capitalist"" for President than a #Communist. #SemST",1,0,NA,NA,NA,stance_long
73,#NothingMoreAmericanThan complaining about Mexicans when you've been marketing off their labor. #SemST,0,0,NA,NA,NA,stance_long
98,You're combover looks like the cupacabra  Guillermo @jimmykimmel so funny #SemST,0,0,NA,NA,NA,stance_long
301,@Greta trump a joke? Ur guest is a fool. Better a joke than traitor RINOs. It's trump or no one for me. Reps betrayed us. #SemST,1,0,NA,NA,NA,stance_long
210,Donald Trump is the man lets get this man in the White House!!! #SemST,1,0,NA,NA,NA,stance_long
218,@GOP it's time you recognize @realDonaldTrump . This movement is real. #MakeAmericaGreatAgain #SemST,1,0,NA,NA,NA,stance_long
42,That Time Trump Spent Nearly $100000 On An Ad Criticizin US Foreign Policy In 1987 #america #DonaldJTrump #foreignpolicy #SemST,2,0,NA,NA,NA,stance_long
241,"This country needs a President to take control, cut through the BS, and speak the truth! #truthhurts @realDonaldTrump #SemST",1,0,NA,NA,NA,stance_long
180,No you see Donald Trump was saying Mexican immigrants are all *rappists* like with the hip hop y'all  #Trump #SemST,0,0,NA,NA,NA,stance_long
297,If you think it's fine American car companies send jobs to Mexico while we pay for their welfare you must hate @realDonaldTrump   #SemST,0,0,NA,NA,NA,stance_long
61,"For the record, as a #Latino, (#Peruvian to be specific), let me state the obvious: #FuckTrump #SemST",0,0,NA,NA,NA,stance_long
273,@realDonaldTrump Stay the course! You can win! The USA needs your leadership and competence! #SemST,1,0,NA,NA,NA,stance_long
185,@VLActionFund @Reince The same #RNC LOSERS that thought Romney & Palin were good choices needs to be THANKFUL Trump came along  #SemST,1,0,NA,NA,NA,stance_long
112,@meetthepress @ron_fournier @realDonaldTrump Typical Liberal Media. Trump has now evolved. He is now non Mexican Pro Life. #SemST,1,0,NA,NA,NA,stance_long
202,@GovernorPerry @realDonaldTrump not true Perry! Don't count on me or anyone in my family for a vote. You need to stop being PC. #SemST,0,0,NA,NA,NA,stance_long
166,@realDonaldTrump your directness & honesty has moved you to the top of my list 4 #President2016! #TRUMPTRUTH #SemST,1,0,NA,NA,NA,stance_long
219,I nominate Donald Trump for the new ambassador to Mexico. #Mexico #Tacos #SemST,1,0,NA,NA,NA,stance_long
158,"John O'Donnell, former president of Trump Plaza Hotel & Casino ... @realDonaldTrump said ""laziness is a trait in blacks. #SemST",0,0,NA,NA,NA,stance_long
54,Translation: I do not understand why the Republicans don't dismiss him. #Republicans #SemST,0,0,NA,NA,NA,stance_long
15,Important part of platform.  Make it illegal to talk during #TrueDetective  #GOP #Election2016 #SemST,2,0,NA,NA,NA,stance_long
285,"@realDonaldTrump they may be dumping you now, but when you're president they'll be begging for your business. #SemST",0,0,NA,NA,NA,stance_long
111,Dear @realDonaldTrump: You are an idiot. #america #politics #sticktoyourhair #SemST,0,0,NA,NA,NA,stance_long
1,"#presidentialelection2016  Make plans to help your future now, so that later you don't regret it, again! Vote @realDonaldTrump #SemST",1,0,NA,NA,NA,stance_long
70,@realDonaldTrump he is a real leader and deserves to be President. #SemST,1,0,NA,NA,NA,stance_long
176,"#DanaPerino is getting more snitful by the minute. Says Trump isn't believable, can't win. Hide&watch! #MakeAmericaGreatAgain #SemST",0,0,NA,NA,NA,stance_long
167,"@realDonaldTrump Now that you're the leader of the GOP, will you show them what Leadership is? #MakeAmericaGreatAgain #SemST",1,0,NA,NA,NA,stance_long
240,@DeeHoer420 That's right. CNN = LOSER. Anyone who has met Trump knows he is a down to earth compassionate gentlemanman.  #SemST,1,0,NA,NA,NA,stance_long
125,"@business  ""@HillaryClinton can't even manage @billclinton and she wants to be @POTUS"" #lol #OhHillNo #StopHillary2016 #SemST",0,0,NA,NA,NA,stance_long
173,@RSherman_25 Join Twitter Trump brigade #onethousandtweets to support message #MakeAmericaGreatAgain @realDonaldTrump #SemST,1,0,NA,NA,NA,stance_long
256,@realDonaldTrump is the most repulsive narcissist on the planet. #SemST,0,0,NA,NA,NA,stance_long
96,If Donald Trump is elected president I'm moving to Nunavut to get away from these retards #Trump #SemST,0,0,NA,NA,NA,stance_long
146,Donald Trump please shut the eff up forever! To think I liked your men's suits at Macy's! You suck! #andersoncooper #CNN #SemST,0,0,NA,NA,NA,stance_long
29,@Macys not selling Trump because he voices his opinion.. What happy to freedom of speech.. I'll never shop at @Macys again.. #SemST,0,0,NA,NA,NA,stance_long
165,"@BillKristol GOP, Dems & Media are all scared of Trump. I am thoroughly enjoying the hand-wringing and hysterical name calling. #SemST",1,0,NA,NA,NA,stance_long
203,Cancel your Netflix subscription and donate to @realDonaldTrump's campaign for entertainment #Trump #SemST,1,0,NA,NA,NA,stance_long
194,The gift that keeps on giving. #makeitstop #SemST,0,0,NA,NA,NA,stance_long
206,@realDonaldTrump I recommend @seanhannity as Sec of Defense and @marklevinshow as your new Atty General. #SemST,1,0,NA,NA,NA,stance_long
281,"just want to give a big #shoutout to my #1 man these days, @realDonaldTrump  Get 'er done, big guy!!  #SemST",1,0,NA,NA,NA,stance_long
45,NASCAR abandons Trump. Some good news to end my day with   #Trump #SemST,1,0,NA,NA,NA,stance_long
115,I'm voting for Donald Trump this election #waitonit #SemST,1,0,NA,NA,NA,stance_long
296,@ericbolling @GeraldoRivera @realDonaldTrump People who think like Geraldo are dangerous for America. #SemST,0,0,NA,NA,NA,stance_long
124,GRATE TWO SEE @realDonaldTrump GET TUFF ON BOARDER CONTROL!  HAS MY VOTE IN 2016!  #TCOT #ILLEGALSSTOLEJOBS #SemST,1,0,NA,NA,NA,stance_long
52,Donald Trump is the man of all men #SemST,1,0,NA,NA,NA,stance_long
201,"What does Ivana, NBC, Univision, Gemini's, and Macy's have in common?  Answer: They all dropped #SemST",2,0,NA,NA,NA,stance_long
291,@realDonaldTrump  Just registered to Vote Today so I can contribute to help #MakeAmericaGreatAgain #Honesty #SemST,1,0,NA,NA,NA,stance_long
290,#FELLOW TEXANS WHO SHOP FIRE @MACY'S AND SHOP #DILLARD'S! #SemST,2,0,NA,NA,NA,stance_long
304,@TPM @realDonaldTrump this is what happens when you open your big mouth. You're out of luck for 2016 at this rate. #Univision #SemST,0,0,NA,NA,NA,stance_long
179,RT @AhmedtheBanker: Let's not forget @realDonaldTrump lost money running a casino. #SemST,0,0,NA,NA,NA,stance_long
192,@realDonaldTrump @ericbolling GOP wants to discredit Mr. Trump and his reputation clean like diamonds #usa #SemST,1,0,NA,NA,NA,stance_long
300,". @SenatorKitchen @nbc how deeply offensive such comments are not only to Mexican-Americans, but Latino Americans in general. #SemST",0,0,NA,NA,NA,stance_long
