id,text,annotation,iteration,ka_mean,ka_lower,ka_upper,label
69,I like to discuss politics with my family and friends. I attend church. I am 31 years old. I am a woman. I am somewhat interested in politics.,1,0,NA,NA,NA,synth_short
70,I like to discuss politics with my family and friends. I attend church. I am 34 years old. I am a woman. I am somewhat interested in politics.,1,0,NA,NA,NA,synth_short
71,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 60 years old. I am a man. I am very interested in politics.",1,0,NA,NA,NA,synth_short
72,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 74 years old. I am a man. I am somewhat interested in politics.",1,0,NA,NA,NA,synth_short
73,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 76 years old. I am a man. I am somewhat interested in politics.",1,0,NA,NA,NA,synth_short
74,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 64 years old. I am a woman. I am somewhat interested in politics.",1,0,NA,NA,NA,synth_short
75,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 67 years old. I am a woman. I am very interested in politics.",1,0,NA,NA,NA,synth_short
76,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 70 years old. I am a woman. I am very interested in politics.",1,0,NA,NA,NA,synth_short
77,"Racially, I am black. I never discuss politics with my family or friends. I attend church. I am 23 years old. I am a woman. I am not very interested in politics.",0,0,NA,NA,NA,synth_short
78,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 31 years old. I am a man. I am very interested in politics.",1,0,NA,NA,NA,synth_short
79,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 47 years old. I am a woman. I am somewhat interested in politics.",1,0,NA,NA,NA,synth_short
80,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 59 years old. I am a man. I am very interested in politics.",1,0,NA,NA,NA,synth_short
81,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 72 years old. I am a woman. I am very interested in politics.",1,0,NA,NA,NA,synth_short
82,"Racially, I am black. I like to discuss politics with my family and friends. I attend church. I am 49 years old. I am a woman. I am somewhat interested in politics.",0,0,NA,NA,NA,synth_short
83,"Racially, I am asian. I like to discuss politics with my family and friends. I do not attend church. I am 61 years old. I am a man. I am somewhat interested in politics.",1,0,NA,NA,NA,synth_short
84,"Racially, I am white. I never discuss politics with my family or friends. I do not attend church. I am 35 years old. I am a man. I am not very interested in politics.",1,0,NA,NA,NA,synth_short
85,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 59 years old. I am a man. I am very interested in politics.",1,0,NA,NA,NA,synth_short
86,I like to discuss politics with my family and friends. I do not attend church. I am 38 years old. I am a man. I am very interested in politics.,1,0,NA,NA,NA,synth_short
87,"Racially, I am black. I like to discuss politics with my family and friends. I attend church. I am 75 years old. I am a woman. I am somewhat interested in politics.",1,0,NA,NA,NA,synth_short
88,"Racially, I am white. I do not attend church. I am 24 years old. I am a man.",1,0,NA,NA,NA,synth_short
89,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 62 years old. I am a woman. I am somewhat interested in politics.",1,0,NA,NA,NA,synth_short
90,"Racially, I am white. I attend church. I am 67 years old. I am a woman.",1,0,NA,NA,NA,synth_short
91,"Racially, I am native American. I like to discuss politics with my family and friends. I attend church. I am 66 years old. I am a man. I am not very interested in politics.",1,0,NA,NA,NA,synth_short
92,"Racially, I am asian. I like to discuss politics with my family and friends. I do not attend church. I am 28 years old. I am a woman. I am somewhat interested in politics.",0,0,NA,NA,NA,synth_short
93,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 32 years old. I am a man. I am very interested in politics.",1,0,NA,NA,NA,synth_short
94,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 66 years old. I am a man. I am somewhat interested in politics.",1,0,NA,NA,NA,synth_short
95,"Racially, I am asian. I never discuss politics with my family or friends. I attend church. I am 28 years old. I am a woman. I am somewhat interested in politics.",0,0,NA,NA,NA,synth_short
96,"Racially, I am black. I like to discuss politics with my family and friends. I attend church. I am 60 years old. I am a man. I am somewhat interested in politics.",0,0,NA,NA,NA,synth_short
97,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 48 years old. I am a woman. I am somewhat interested in politics.",1,0,NA,NA,NA,synth_short
98,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 39 years old. I am a woman. I am not very interested in politics.",1,0,NA,NA,NA,synth_short
99,"Racially, I am asian. I like to discuss politics with my family and friends. I attend church. I am 33 years old. I am a man. I am very interested in politics.",1,0,NA,NA,NA,synth_short
100,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 80 years old. I am a man. I am not very interested in politics.",1,0,NA,NA,NA,synth_short
101,"Racially, I am black. I like to discuss politics with my family and friends. I do not attend church. I am 58 years old. I am a woman. I am somewhat interested in politics.",0,0,NA,NA,NA,synth_short
102,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 51 years old. I am a man. I am very interested in politics.",1,0,NA,NA,NA,synth_short
103,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 22 years old. I am a woman. I am not at all interested in politics.",0,0,NA,NA,NA,synth_short
104,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 48 years old. I am a woman. I am very interested in politics.",1,0,NA,NA,NA,synth_short
105,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 49 years old. I am a man. I am somewhat interested in politics.",1,0,NA,NA,NA,synth_short
106,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 62 years old. I am a woman. I am somewhat interested in politics.",1,0,NA,NA,NA,synth_short
107,"Racially, I am asian. I like to discuss politics with my family and friends. I attend church. I am 22 years old. I am a woman. I am not at all interested in politics.",0,0,NA,NA,NA,synth_short
108,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 29 years old. I am a woman. I am somewhat interested in politics.",1,0,NA,NA,NA,synth_short
109,"Racially, I am white. I do not attend church. I am 71 years old. I am a man.",1,0,NA,NA,NA,synth_short
110,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 71 years old. I am a woman. I am somewhat interested in politics.",1,0,NA,NA,NA,synth_short
111,"Racially, I am white. I never discuss politics with my family or friends. I do not attend church. I am 74 years old. I am a man. I am not very interested in politics.",1,0,NA,NA,NA,synth_short
112,I like to discuss politics with my family and friends. I am a woman. I am very interested in politics.,0,0,NA,NA,NA,synth_short
113,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 33 years old. I am a woman. I am somewhat interested in politics.",1,0,NA,NA,NA,synth_short
114,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 75 years old. I am a man. I am very interested in politics.",1,0,NA,NA,NA,synth_short
115,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 69 years old. I am a woman. I am somewhat interested in politics.",1,0,NA,NA,NA,synth_short
116,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 73 years old. I am a man. I am not very interested in politics.",1,0,NA,NA,NA,synth_short
117,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 73 years old. I am a man. I am somewhat interested in politics.",1,0,NA,NA,NA,synth_short
118,"Racially, I am white. I do not attend church. I am 74 years old. I am a woman.",1,0,NA,NA,NA,synth_short
119,"Racially, I am asian. I like to discuss politics with my family and friends. I attend church. I am 26 years old. I am a man. I am not very interested in politics.",1,0,NA,NA,NA,synth_short
120,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 18 years old. I am a woman. I am not very interested in politics.",0,0,NA,NA,NA,synth_short
121,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 65 years old. I am a man. I am not very interested in politics.",1,0,NA,NA,NA,synth_short
122,"Racially, I am black. I like to discuss politics with my family and friends. I attend church. I am 67 years old. I am a woman. I am somewhat interested in politics.",0,0,NA,NA,NA,synth_short
123,"Racially, I am white. I never discuss politics with my family or friends. I do not attend church. I am 25 years old. I am a man. I am somewhat interested in politics.",1,0,NA,NA,NA,synth_short
124,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 48 years old. I am a woman. I am somewhat interested in politics.",1,0,NA,NA,NA,synth_short
125,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 36 years old. I am a woman. I am very interested in politics.",1,0,NA,NA,NA,synth_short
126,"Racially, I am asian. I like to discuss politics with my family and friends. I attend church. I am a woman. I am very interested in politics.",0,0,NA,NA,NA,synth_short
127,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 37 years old. I am a man. I am very interested in politics.",1,0,NA,NA,NA,synth_short
128,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 40 years old. I am a woman. I am not at all interested in politics.",1,0,NA,NA,NA,synth_short
129,"Racially, I am hispanic. I like to discuss politics with my family and friends. I do not attend church. I am 71 years old. I am a woman. I am not very interested in politics.",1,0,NA,NA,NA,synth_short
130,"Racially, I am black. I like to discuss politics with my family and friends. I attend church. I am a woman. I am somewhat interested in politics.",0,0,NA,NA,NA,synth_short
131,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 74 years old. I am a man. I am very interested in politics.",1,0,NA,NA,NA,synth_short
132,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 20 years old. I am a woman. I am not very interested in politics.",1,0,NA,NA,NA,synth_short
133,"Racially, I am white. I attend church. I am a man.",1,0,NA,NA,NA,synth_short
134,"Racially, I am white. I do not attend church. I am 34 years old. I am a woman.",1,0,NA,NA,NA,synth_short
135,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 35 years old. I am a man. I am not at all interested in politics.",1,0,NA,NA,NA,synth_short
136,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 44 years old. I am a woman. I am somewhat interested in politics.",1,0,NA,NA,NA,synth_short
137,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 49 years old. I am a woman. I am not very interested in politics.",1,0,NA,NA,NA,synth_short
138,"Racially, I am white. I never discuss politics with my family or friends. I do not attend church. I am 73 years old. I am a woman. I am somewhat interested in politics.",1,0,NA,NA,NA,synth_short
139,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 26 years old. I am a woman. I am somewhat interested in politics.",1,0,NA,NA,NA,synth_short
140,"Racially, I am white. I attend church. I am 69 years old. I am a woman.",1,0,NA,NA,NA,synth_short
141,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am a woman. I am very interested in politics.",1,0,NA,NA,NA,synth_short
142,"Racially, I am black. I never discuss politics with my family or friends. I do not attend church. I am 68 years old. I am a woman. I am not very interested in politics.",0,0,NA,NA,NA,synth_short
143,"Racially, I am native American. I never discuss politics with my family or friends. I do not attend church. I am 26 years old. I am a man. I am not at all interested in politics.",1,0,NA,NA,NA,synth_short
144,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 65 years old. I am a woman. I am somewhat interested in politics.",1,0,NA,NA,NA,synth_short
145,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 68 years old. I am a woman. I am somewhat interested in politics.",1,0,NA,NA,NA,synth_short
146,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 67 years old. I am a woman. I am somewhat interested in politics.",1,0,NA,NA,NA,synth_short
147,"Racially, I am black. I attend church. I am 27 years old. I am a woman.",0,0,NA,NA,NA,synth_short
148,I like to discuss politics with my family and friends. I attend church. I am 41 years old. I am a woman. I am very interested in politics.,1,0,NA,NA,NA,synth_short
149,"Racially, I am black. I like to discuss politics with my family and friends. I do not attend church. I am 30 years old. I am a woman. I am not very interested in politics.",0,0,NA,NA,NA,synth_short
150,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 45 years old. I am a woman. I am somewhat interested in politics.",1,0,NA,NA,NA,synth_short
151,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 28 years old. I am a man. I am somewhat interested in politics.",1,0,NA,NA,NA,synth_short
152,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 59 years old. I am a woman. I am somewhat interested in politics.",1,0,NA,NA,NA,synth_short
153,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 25 years old. I am a woman. I am very interested in politics.",1,0,NA,NA,NA,synth_short
154,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 63 years old. I am a woman. I am somewhat interested in politics.",1,0,NA,NA,NA,synth_short
155,I attend church. I am 27 years old. I am a man.,1,0,NA,NA,NA,synth_short
156,"Racially, I am white. I attend church. I am 80 years old. I am a man.",1,0,NA,NA,NA,synth_short
157,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 76 years old. I am a man. I am very interested in politics.",1,0,NA,NA,NA,synth_short
158,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 56 years old. I am a woman. I am somewhat interested in politics.",1,0,NA,NA,NA,synth_short
159,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 73 years old. I am a woman. I am somewhat interested in politics.",1,0,NA,NA,NA,synth_short
160,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 75 years old. I am a man. I am very interested in politics.",1,0,NA,NA,NA,synth_short
161,"Racially, I am asian. I like to discuss politics with my family and friends. I attend church. I am 64 years old. I am a woman. I am somewhat interested in politics.",1,0,NA,NA,NA,synth_short
162,"Racially, I am black. I do not attend church. I am 80 years old. I am a woman.",1,0,NA,NA,NA,synth_short
163,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 26 years old. I am a woman. I am not very interested in politics.",1,0,NA,NA,NA,synth_short
164,"Racially, I am native American. I like to discuss politics with my family and friends. I attend church. I am 61 years old. I am a man. I am very interested in politics.",1,0,NA,NA,NA,synth_short
165,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 36 years old. I am a man. I am not very interested in politics.",1,0,NA,NA,NA,synth_short
166,"Racially, I am asian. I like to discuss politics with my family and friends. I do not attend church. I am 28 years old. I am a man. I am not at all interested in politics.",0,0,NA,NA,NA,synth_short
167,"Racially, I am white. I do not attend church. I am 45 years old. I am a woman.",1,0,NA,NA,NA,synth_short
168,"Racially, I am black. I like to discuss politics with my family and friends. I do not attend church. I am 42 years old. I am a woman. I am not at all interested in politics.",0,0,NA,NA,NA,synth_short
169,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 34 years old. I am a woman. I am somewhat interested in politics.",1,0,NA,NA,NA,synth_short
170,"Racially, I am asian. I like to discuss politics with my family and friends. I attend church. I am 56 years old. I am a man. I am very interested in politics.",1,0,NA,NA,NA,synth_short
171,"Racially, I am white. I do not attend church. I am 27 years old. I am a man.",1,0,NA,NA,NA,synth_short
172,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 43 years old. I am a man. I am somewhat interested in politics.",1,0,NA,NA,NA,synth_short
173,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 33 years old. I am a man. I am very interested in politics.",1,0,NA,NA,NA,synth_short
174,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 19 years old. I am a woman. I am not at all interested in politics.",0,0,NA,NA,NA,synth_short
175,I attend church. I am 57 years old. I am a man.,1,0,NA,NA,NA,synth_short
176,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 67 years old. I am a woman. I am somewhat interested in politics.",1,0,NA,NA,NA,synth_short
177,I like to discuss politics with my family and friends. I do not attend church. I am somewhat interested in politics.,1,0,NA,NA,NA,synth_short
178,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 76 years old. I am a woman. I am somewhat interested in politics.",1,0,NA,NA,NA,synth_short
179,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am a woman. I am somewhat interested in politics.",1,0,NA,NA,NA,synth_short
180,"Racially, I am asian. I like to discuss politics with my family and friends. I do not attend church. I am 47 years old. I am a woman. I am not very interested in politics.",0,0,NA,NA,NA,synth_short
181,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 76 years old. I am a woman. I am somewhat interested in politics.",1,0,NA,NA,NA,synth_short
182,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 74 years old. I am a woman. I am somewhat interested in politics.",1,0,NA,NA,NA,synth_short
183,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 60 years old. I am a man. I am very interested in politics.",1,0,NA,NA,NA,synth_short
184,"Racially, I am asian. I like to discuss politics with my family and friends. I attend church. I am 44 years old. I am a man. I am somewhat interested in politics.",1,0,NA,NA,NA,synth_short
185,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 36 years old. I am a man. I am somewhat interested in politics.",1,0,NA,NA,NA,synth_short
186,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 32 years old. I am a woman. I am somewhat interested in politics.",1,0,NA,NA,NA,synth_short
187,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 35 years old. I am a man. I am very interested in politics.",1,0,NA,NA,NA,synth_short
188,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 60 years old. I am a woman. I am somewhat interested in politics.",1,0,NA,NA,NA,synth_short
189,"Racially, I am native American. I never discuss politics with my family or friends. I do not attend church. I am 46 years old. I am a woman. I am somewhat interested in politics.",1,0,NA,NA,NA,synth_short
190,"Racially, I am black. I never discuss politics with my family or friends. I do not attend church. I am 32 years old. I am a woman. I am not very interested in politics.",0,0,NA,NA,NA,synth_short
191,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 77 years old. I am a man. I am somewhat interested in politics.",1,0,NA,NA,NA,synth_short
192,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 25 years old. I am a woman. I am somewhat interested in politics.",1,0,NA,NA,NA,synth_short
193,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 45 years old. I am a man. I am very interested in politics.",1,0,NA,NA,NA,synth_short
