id,text,annotation,iteration,ka_mean,ka_lower,ka_upper
10,A meeting on Thursday in Beijing between a Chinese military leader and a visiting American army general turned rancorous as the Chinese leader gave a sharp lecture on the fail to xrespect China's interests x according to a witness at the meeting and a report by Xinhua x the state news agency . The argument took place when Gen . Ge Zhenfeng x deputy chief of the general staff of the People's Liberation Army x met with Gen . George W . Casey Jr . x the chief of staff of the United States Army . General Ge urged the United States to ''remove obstacles'' to military ties between the countries x Xinhua reported . General Casey x who once commanded American led forces in Iraq x quickly interrupted the Chinese general and rebutted his criticism x the witness said . American officials have said military ties with China are weak compared with political ties . URL: http://www .nytimescom,0,0,,,
11,The nation's savings institutions x which have financed American home buying since the Depression x are experiencing unparalleled lose the xindustry as a whole will disappear . The thrift institutions x collectively x have $30 billion in capital that can be used to carry them through bad times x even af lose of xEquitable Savings and Loan in Portland x Ore . ''If we can make enough money in housing x we will stay . If not x we will leave it . Right now x we are backing away because we have to put our investment funds into things that bear current market yields x and mortgages don't .'' largest savings banks (page d4) Copyright 1981 The New York Times Company,0,0,,,
12,To the Editor: While agreeing with my concern that New York City is lose xproductivity . What's wrong with setting a goal of paying New York City's teachers fairly in return for things like tough standards x accountability x residency or work rule changes . What's wrong with working for an agreement that combines pay increases with productivity increases in such a way that one pays for the other over time . RUTH W . MESSINGER Manhattan Borough President New York x July 18 x 1997 TYPE: Letter Copyright 1997 The New York Times Company,1,0,,,
13,"DALVAxDavid L . ,II . Dalva Brothers x Inc . x deeply mourns the lose the x1980s . Friends are invited to join his family for a celebration of his life at the Down Town Association x 60 Pine Street x from 11am to 1pm on Friday x August 14th . Donations may be sent to: Weill Cornell Medical Center Prostate Cancer Research Center x 520 East 70th Street x Box 403 x New York x NY 10021 or The Wounded Warrior Project x 370 Seventh Avenue x Room 320 x New York x NY 10001 . URL: http://www .nytimescom",0,0,,,
14,SECTION: Section 1 . Page 39 x Column 6 . Financial Desk,2,0,,,
15,"Unemployment in France rose 0dot1 percentage point to 9 percent in November x the seventh consecutive monthly increase x the government said . The number of jobless people rose by 33 ,000 from October's levels to slightly more than 2dot2 million x the Labor Ministry said . Joblessness stood at 8dot9 percent in October . France's unemployment rate had decline to xearly 2001 x before the trend began to reverse . Unemployment was at 9dot1 percent a year ago in November . The finance minister x Laurent Fabius x said he is not surprised by the rise from October to November x saying France faces the effects of economic downturn in Germany x Japan and the United States . URL: http://www .nytimescom Copyright 2001 The New York Times Company",0,0,,,
16,About half of American lakes and reservoirs contain fish with potentially harmful levels of the toxic metal mercury x a federal study said . The Environmental Protection Agency found mercury x which is primarily released from coal fired power plants x in all fish samples it collected from 500 lakes and reservoirs from 2000 to 2003 . At 49 percent of those lakes and reservoirs x mercury concentrations exceeded levels that the EPA . says are safe for people eating average amounts of fish . Mercury consumed by eating fish can damage the nervous system and cause learning disabilities in developing fetuses and young children . URL: http://www .nytimescom,0,0,,,
17,EURO FALLS . The dollar rose against the euro on optimism US stock gains and better than expected company earnings may herald a rebound in economic growth . In New York x the euro fell to 85 .34 cents x from 85 .91 cents . URL: http://www .nytimescom Bloomberg Financial Markets) . It also shows yesterday's closes for the British pound (in US dollars) x the Canadian dollar (per US dollar) x the German mark (per US dollar) x the Japanese yen (per US dollar) x the Mexican peso (pers US dollar) x and the South Korean won (per US dollar) . Copyright 2001 The New York Times Company,1,0,,,
18,British interest rates are likely to remain steady or rise after the Bank of England's monetary policy committee voted 8 to 1 to keep the benchmark rate at 5 .25 percent this month . After three rate cuts earlier in the year x largely in response to the economic downturn in the United States x minutes from the bank's monthly meetings on June 5 and 6 said that the United States slowdown had so far been (less) not severe than expected and that a further cut in British rates would heighten inflationary pressures . Since the bank's deliberations x data have shown British wages x prices x home buying and consumer demand are all rising . Alan Cowell (NYT) URL: http://www .nytimescom Copyright 2001 The New York Times Company,1,0,,,
19,"Computer driven sell programs contributed to a drop in stock prices yesterday x as many investors stayed on the sidelines ahead of the Government's report today on March employment figures . Many on Wall Street are anxiously awaiting the employment report x which is the first official indication of how the economy did last month .  The Dow Jones industrial average fell 15 .21 points to close at 3 ,234 .12 . After moving in a narrow range for most the the session x the Dow tumbled more than 35 points in the afternoon x but recovered 15 points before the close of trading . Volume on the New York Stock Exchange totaled 185 .4 million xshare to 3 ,926 .541 . the most shareholders . Copyright 1992 The New York Times Company",0,0,,,
20,"The Labor Department disclosed today that 164 ,000 more payroll jobs were lose the xshape of the recession or the budding recovery . The recession was much milder than the average postwar recession under both the previously published and the revised time series x the department declared x calculating a 1dot8 percent lose the xrevision . Copyright 1992 The New York Times Company",0,0,,,
21,The Canadian Pacific Railway said second quarter profit fell 40 percent and cut its full year profit forecast as fuel costs rose and a slumping economy reduced traffic . Net income fell to 154 .9 million Canadian dollars ($154 million) x from 256 .7 million Canadian dollars x the company said . Sales rose (less) not 1 percent to 1 .22 billion Canadian dollars . Canadian Pacific x based in Calgary x has been hurt by the economic slowdown in the United States x where it gets a fifth of its revenue . Automakers x builders and lumber companies are shipping (less) not freight . The railroad also lose of x4 .40 to 4 .60 Canadian dollars . URL: http://www .nytimescom DOCUMENT TYPE: Brief Copyright 2008 The New York Times Company,0,0,,,
22,"Employment levels in New York City x New York State and New Jersey were (little) not changed in August x according to Federal data released yesterday . But the unemployment rate x a measure of the number of people who have been unsuccessfully look xlike the changes in the teen aged work force x (no) not seasonal adjustment is provided for New York City x making data for the city more volatile .  August employment levels x regarded as a more accurate measure of economic performance x fell slightly in New York State and New Jersey from July levels .  The number of employed people in New York fell by 56 ,000 x to slightly more than 8 million . The number of those employed in New Jersey fell by 33 ,000 x to slightly fewer than 3dot8 million .  The Federal report found that the slight employment decline to xslightly fewer than 3 million . statistics for August . (Source: Bureau of Labor Statistics) Copyright 1995 The New York Times Company",0,0,,,
23,"A xgrand jury has indicted a man on five counts of murder for a 2003 wildfire in Southern California that destroyed about 1 ,000 homes and was linked to a half dozen xheart attack deaths . The district attorney's office in San Bernardino County announced the indictment against Rickie Fowler x 28 . The indictment also includes two arson counts . The fire erupted in the Waterman Canyon area of the San Bernardino Mountains in October 2003 and charred 90 ,000 acres of brush in the inland region east of Los Angeles . On the following Dec 25 x 14 people were killed when several inches of rain sent a flow of debris laden runoff rushing down Waterman Canyon x sweeping away a church camp . URL: http://www .nytimescom",0,0,,,
24,SECTION: Section A . Page 27 x Column 3 . Editorial Desk,2,0,,,
25,An American soldier has been charged with the murder of a civilian contractor on an American base in Iraq x the military said Tuesday . The soldier x Specialist Beyshee Velez x 31 x of Schofield Barracks x Hawaii x was charged Monday in the Sept 13 shooting death of a contractor who worked for KBR at Camp Speicher x a military statement said . Specialist Velez x of the Third Infantry Brigade Combat Team x 25th Infantry Division x was also charged with assault and fleeing arrest . The KBR employee x Lucas Vinson x 27 x was from Leesville x La . The authorities told Mr Vinson's family that he was xshot to an American soldier on the base x according to his mother . URL: http://www .nytimescom,0,0,,,
26,As mounting business confidence encourages fresh hiring x the unemployment rate in France dropped in November to 10 .8 percent x its lowest rate in seven years x from 11 percent in October . French unemployment remains more than twice that of the United States and higher than the average x which was 9dot9 percent in October x of the 11 countries that joined a year ago to create the European single currency x the euro . But economic growth in France and increased hiring have caused the rate to decline steadily since it peaked at 12 .6 percent in June 1997 . John Tagliabue http://www .nytimescom Copyright 1999 The New York Times Company,1,0,,,
27,Somali government troops routed Islamist insurgents from a strategic central town after carrying out a predawn assault on Monday x witnesses said . The town x Beledweyne x has changed hands violently several times in recent months . It was a stronghold of the Shabab x an insurgent group that the United States says is a proxy for Al Qaeda . There was also fighting on Monday in Mogadishu x where witnesses said a mortar shell fired by African Union troops killed 12 people in the city's Bakara Market . A spokesman for the African Union peacekeeping force said the troops returned fire after a group of insurgents had attacked one of their bases . He said he was not aware of any casualties . Shabab fighters in northern Mogadishu also killed two men charged with spying for the government and the Central Intelligence Agency in connection with the killing of a senior Qaeda suspect this month . URL: http://www .nytimescom,0,0,,,
28,"The Department of Defense has identified 4 ,328 American service members who have died since the start of the Iraq war and 798 who have died as a part of the Afghan war and related operations . It confirmed the deaths of the following Americans over the past week:  Iraq:  MARKS x Taylor D . x 19 x Pvt . x Army National Guard . Monmouth x Ore . 41st Infantry Brigade Combat Team .  WERNER x Earl D . x 38 x Army National Guard . Mondovi x Wis . 41st Infantry Brigade Combat Team .  Afghanistan:  CURTISS x Kurt R . x 27 x Staff Sgt . x Army . Murray x Utah . 25th Infantry Division .  WHEELER x Abraham S . III x 22 x Specialist x Army . Columbia x SC . 10th Mountain Division (Light Infantry) .  WILDES x Matthew E . x 18 x Pfc . x Army . Hammond x La . Fourth Infantry Division . URL: http://www .nytimescom",0,0,,,
29,"The British Steel Corporation announced today that it cut its lose xproductivity improved substantially . British Steel has shed some 100 ,000 jobs since 1977 and press reports said Mr MacGregor planned to bring the present number of employees down to 92 ,000 by next March . Copyright 1982 The New York Times Company",1,0,,,
30,Florida wildlife officials are considering a ban on possessing several large x nonnative reptile species after a pet Burmese python killed a 2 year old girl last month . Col . Julie Jones x director of law enforcement for the Florida Fish and Wildlife Conservation Commission x discussed that option with Gov . Charlie Crist when he visited the agency for an update on a python hunt he requested after the girl's death . Colonel Jones said the authorities were considering a ban on Internet sales . State and federal legislators also have talked about passing laws to prohibit such reptiles as pets . The girl x Shaiunna Hare x was strangled at her central Florida home July 1 . Since then seven reptile experts have been issued permits to capture and kill snakes . So far they have dispatched six Burmese pythons . Federal authorities killed about 300 last year in the Everglades National Park . URL: http://www .nytimescom,0,0,,,
31,"The Department of Defense has identified 4 ,342 American service members who have died since the start of the Iraq war and 875 who have died as part of the Afghan war and related operations . It confirmed the deaths of the following Americans on Thursday:  Afghanistan  COUMAS x Kyle A . x 22 x Specialist x Army . Lockeford x Calif . Second Infantry Division .  Iraq  ESPINOZA x Bradley x 26 x Staff Sgt . x Army . Mission x Tex . First Cavalry Division . URL: http://www .nytimescom",0,0,,,
32,SECTION: Section 4 . Page 15 . Column 1 . Editorial Desk,2,0,,,
33,"Environmental groups are suing the Bureau of Land Management over its decision to allow a uranium mine to reopen north of the Grand Canyon . The mine's operator x Denison Mines Corporation x based in Canada x received the final state permit needed to move forward on its Arizona 1 Mine in September . The bureau says Denison has an approved mine plan and should be allowed to resume operations . The Center for Biological Diversity x the Grand Canyon Trust and the Sierra Club filed a lawsuit x arguing that the plan had expired x an environmental analysis was outdated and Denison had not proved its claims . The mine is about 20 miles from the canyon's northern border . Denison plans to mine nearly 110 ,000 tons of uranium ore there over 10 years . URL: http://www .nytimescom",0,0,,,
34,For nearly three decades x in good times and in bad x young black men with (little) not education and few skills lose of xWilliam and Mary)(pg . 24) Copyright 1999 The New York Times Company,0,0,,,
35,"Most great tales have a hero and a villain x and the now legendary Miracle on the Hudson x in which a pilot successfully ditched a plane that had lose their xxassignments is to watch for birds ,'' Mr Kelly said in a statement x adding that ''some situations call for the use of a xshot to disperse and kill birds on airport property .''  ''The Port Authority maintains a zero tolerance policy towards geese on any airport property ,'' he said . ''The shotgun is used and handled only by trained and certified members of Port Authority operations .'' URL: http://www .nytimescom",2,0,,,
36,"Apple has become the latest company to resign from the United States Chamber of Commerce over climate policy .  Three large electric utilities resigned from the chamber in recent weeks for the same reason .  The chamber has been critical of efforts by the Environmental Protection Agency to regulate the greenhouse gases xresponsib for global warming .  ''We strongly object to the chamber's recent comments opposing the EPA .'s effort to limit greenhouse gases ,'' wrote Catherine A . Novelli x the xvice president of worldwide government affairs at Apple x in a letter to the chamber on Monday .  The resignation was effective immediately . URL: http://www .nytimescom",0,0,,,
37,"The police believe as many as a dozen people watched a 15 year old girl being beaten and gang raped outside her high school homecoming dance but did not report it . One man is in custody in connection with the assault x but the police say as many as six others raped the girl over two hours Friday night outside Richmond High School . The victim remained hospitalized with (non) not life threatening injuries . Manuel Ortega x 19 x was arrested and is being held on $800 ,000 bail on suspicion of rape and robbery . He is not student at the school . URL: http://www .nytimescom",0,0,,,
38,An Iraqi truck driver who fail to xstop when signaled on a main highway north of Baghdad was xshot to stop . When it did not x he said x a soldier opened fire x killing the driver . A teenage passenger in the truck was not injured .  Major Cheng did not immediately respond to questions about what kind of signal the soldiers used .  The shooting was not widely reported in Iraq on Friday .  Major Cheng said that the killing x which came 10 days after the official (withdraw) notawal of American combat forces from Iraqi cities and towns x was being jointly investigated with the Iraqis .  Under the terms of the security agreement signed by Iraq and the United States last year x Iraq has jurisdiction in situations involving American soldiers only when they are off duty and acting outside their bases . Even then the United States retains custody of all American soldiers and military contractors suspected of wrongdoing . URL: http://www .nytimescom,0,0,,,
39,Federal agents opened fire on three vans carrying at least 70 people suspected of being illegal immigrants when the drivers of the vehicles tried to crash through a California border crossing x officials said . Three passengers in the van were injured and taken to local hospitals x and a passenger in a separate vehicle was also injured . The border was closed for several hours at the San Ysidro crossing x which is considered the busiest such crossing in the world . No agents were hurt x and (none) not injuries were considered life threatening . URL: http://www .nytimescom,0,0,,,
40,To the Editor: Regarding ''Brad Pitt's Gifts to New Orleans'' (Nov 29): Katrina did not directly hit the New Orleans metropolitan area . The major cause of the devastation in the Ninth Ward and other areas of New Orleans was a result of the faulty design x construction and neglect of the levee system by the Army Corps of Engineers .  The American Society of Civil Engineers has confirmed this . And x more recently x Judge Stanwood R . Duval Jr . of Federal District Court ruled on Nov 18 x 2009 x that the Army Corps of Engineers' mismanagement of the Mississippi River Gulf Outlet was directly xresponsib for flood damage of homes in St Bernard Parish and the Lower Ninth Ward of New Orleans after Hurricane Katrina . The judge ruled that the corps' activities allowed the channel to double its width x fail to xprotect xagainst ship wakes and allowed saltwater to exacerbate the lose the xarea .  Martha Duran Westminster x Colo . URL: http://www .nytimescom,0,0,,,
41,"The problem of hunger is continuing to grow in the cities despite the economic recovery and successful food programs by local governments and the private sector x the United States Conference of Mayors said today . In a new report x ''Responses to Urban Hunger x the conference said the gap between the demand for assistance and the public and private resources to meet it ''continues to widen .'' ''While local efforts have provided temporary relief to numerous city residents x they often do not serve all of the people in need ,'' it said . ''In addition x by investing such a xsignificant portion of their resources in emergency feeding programs x many local agencies have had to cut back on other needed services .'' Copyright 1983 The New York Times Company",0,0,,,
42,SECTION: Section A . Page 25 x Column 1 . Editorial Desk,2,0,,,
43,"MARKSONxLloyd Howard x DDS . ,died peacefully on December 24th at home at the age of 94 . Born in Brooklyn x 25 year resident of Manhattan . Beloved husband of Barbara for 56 years x cherished father of Laura Hollis Dennis and Mitchell David x loving father in law of James Dennis and Anno Mungen . A World War II Veteran x Dr . Markson was Captain in the US Army Dental Corps . Accepted at age 16 to Dartmouth College x he also attended Harvard Dental School and received his DDS . degree from McGill University in Montreal . He was a trustee and past president of Congregation Beth Elohim in Brooklyn x as xwell as a docent at the Museum of Natural History . He was an avid reader x lifelong Democrat x social activist and New York Mets fan . Services Sunday x 1pm x at Riverside Memorial Chapel x 180 West 76th Street x NYC . Contributions may be made to VNSNY Hospice Care x 1250 Broadway x New York x NY 10001 . URL: http://www .nytimescom",1,0,,,
44,Economic growth in the industrial world will accelerate this year x to the fastest pace in more than a decade x the Organization for Economic Cooperation and Development said here today x revising its growth estimates upward for the euro region x Japan and the United States . The combined economies of the 29 member nations will grow 4 percent this year x the OECD said x up from a forecast in December of 2dot9 percent .  In recent months x the world economy has rebounded more xquick to future shocks x it added . http://www .nytimescom Copyright 2000 The New York Times Company,1,0,,,
45,DIAMONDxFrank x 88 x born in Berlin x Germany and long time resident of Queens . Passed away at home in his sleep x November 16 . Served as Japanese translator in US Air Force during WWII and retired from long career in advertising . Beloved husband of Paulette x brother of Henry of Boynton Beach x Florida x cherished father of David and Janet . A generous man of great intelligence x integrity and inner strength . Donations may be made to UJA . URL: http://www .nytimescom,1,0,,,
46,"Helped by lower inflation and a general improvement in economic conditions x personal incomes for New York State residents showed renewed strength last year . New Yorkers' total personal income grew 11 .8 percent in 1980 x compared with an 11 .5 percent rise nationwide x Rona B . Stein and Mark A . Willis x economists at the Federal Reserve Bank of New York x said in the autumn issue of the bank's Quarterly Review . Between 1969 and 1979 x New York's average annual gains were significantly below the national average . ''The fact that New York's total personal income grew faster than the rest of the country last year is terribly encouraging ,'' Mr Willis said x ''because employment growth in New York State has not rapid as in the rest of the country . That suggests the xmix with 13 .5 percent nationwide . As a result x real incomes among New York State residents rose five tenths of a percent last year but fell nationwide by 2dot9 percent . Copyright 1981 The New York Times Company",1,0,,,
47,"President Obama has enlisted the world's leading powers to contribute $15 billion to help millions of the world's poor xorganizedation . The amount only recently began creeping up to about $5 billion in 2007 .  But the issue did not xgain access to high yielding seeds x fertilizer and agricultural extension services ,'' he said .  But William Easterly x a New York University economist x said Mr Obama should study the past to (avoid) not repeating it .  Robert S . McNamara x the former World Bank president who died Monday x undertook the last great push for investment in African agriculture in the 1970s . Evaluations found that many of those projects fail to xthem .  ''The curse of aid is that they (never) not learn from history ,'' Professor Easterly said . ''They need to go back and realize a lot of things promised today have been promised before .'' URL: http://www .nytimescom",0,0,,,
48,Wall Street's expectations that money supply growth will be reduced and interest rates will decline to xpost its second consecutive broad advance yesterday in the fourth highest trading in history . At the final bell yesterday x the Dow Jones industrial average was up 6 .85 points x to 871 .10 x after having been in the plus column throughout the session . On Thursday x the key barometer soared 21 .59 points x its biggest gain in 10 months . For the week x the Dow climbed 26 points . Advancing issues on the New York Stock Exchange outscored decline to x1 ratio . On Thu rsday x winners outnumbered lose the xAmerican Stock Exchange x the market value index rose 3 .08 x to 295 .66 . In over the counter market x the Nasdaq composite index was up 2 .17 x to 188 .39 . Copyright 1982 The New York Times Company,1,0,,,
49,WHILE in Afghanistan last summer as part of Gen . Stanley McChrystal's initial assessment team x I found many American and other international units more focused on protecting themselves than protecting the Afghan population . Traveling through the allegedly secure city of Mazar i Sharif with a German unit x for example x was xlike touring Afghanistan by submarine . What (little) not I saw of the city was through a small slit of bulletproof glass in an armored personnel carrier . (While I was a light infantry officer in both the wars in Afghanistan and Iraq x I had (never) not traveled in an armored personnel carrier .) The Germans offered their assessment of security in the region x but since they lack xin xAfghanistan and are wary of putting our soldiers in greater danger . But if we are to be successful in Afghanistan x it is a risk we must take .  x ANDREW McDONALD EXUM x a fellow at the Center for a New American Security URL: http://www .nytimescom,0,0,,,
50,WASHINGTON WHEN the nation's banks raised the prime interest rate last week for the fourth time this year x President Reagan blamed an  unfounded ''fear of the future .'' Nothing x it seem xlike to shrink the deficit next year through tax and spending measures . Administration supply side economists like Mr Johnson disagree that such emergency action will be needed . They contend that the economy's continuing strength will produce enough tax revenues to make such action unnecessary . Given enough time x the economy will prove who's right x but not until 1985 . It's a problem the Reagan economists will not boss will spend the next four years in Washington . of Lawrence Kudlow (page 12) . photo of Peter Bernstein  . photo of Allen Sinai . chart looking at the end of 1984 Copyright 1984 The New York Times Company,1,0,,,
51,A judge set bail at $30 million for a Northern California man accused of kidnapping a girl and holding her captive for 18 years . In setting the high amount x the judge x Douglas Phimister of El Dorado County Superior Court x cited the serious nature of the charges x injuries to the girl and the fact that the accused man x Phillip Garrido x was on parole at the time of the abduction . Mr Garrido x 58 x and his wife x Nancy Garrido x 54 x have pleaded not guilty to 29 charges of kidnapping x rape and false imprisonment and have been held (without) not bail in an El Dorado County jail . The two are accused of kidnapping Jaycee Dugard in 1991 x when she was 11 x then holding her captive in a backyard jumble of tents and sheds for nearly two decades . URL: http://www .nytimescom,0,0,,,
52,"Officials in Benton Harbor x where more than one third of the work force is unemployed x plan to lay off city employees x freeze spending and seek state aid to help cover a $2dot2 million deficit . But state officials say that Michigan can not grant another emergency loan until city officials map a strategy for getting the city out of debt . Since 1981 the state's Emergency Loan Board has approved four loans totaling $2dot1 million for Benton Harbor . The community of 14 ,500 residents on the shore of Lake Michigan has been in financial trouble for years x its economy drained by an exodus of jobs . In June x the most recent month for which the Michigan Employment Security Commission had statistics x Benton Harbor's unemployment rate was 35 .2 percent . Copyright 1985 The New York Times Company",0,0,,,
53,"METRO DIGEST GOOD NEWS ON UNEMPLOYMENT SPENDING New York x New Jersey and Pennsylvania stand to reap tens of millions of dollars from a revamping of the Government survey from which unemployment rates are calculated x according to Federal and state officials . The extra money would result mainly from the states' greater xshare in some way to the severity of unemployment in a state or locality . Since the total pool of aid is more or (less) not fixed x other states would lose xopportunityies x she felt . Such exchanges of curiosity and experience were the purpose of the 13th annual conference of the Adoptive Parents Committee x which drew 2 ,000 people to the State University of New York at Purchase . Adoptive parents and those who thought they wanted to be xshare of the adoptive process . B4 . Chronicle B6 CORRECTION DATE: November 23",1,0,,,
54,In a setback for supporters of gun rights x a federal xappeal court in San Francisco has set aside a major ruling by three of its own justices that made it easier to challenge local gun restrictions .  Without explanation x the United States Court of Appeals for the Ninth Circuit x in San Francisco x on Wednesday ordered a hearing before 11 judges on an earlier decision by a three judge panel that applied the Second Amendment right to own guns to state and local laws .  In extending the Second Amendment to the states x the Ninth Circuit stood alone among the federal circuit courts of appeals that have taken on the issue . Two circuits decline to xapply the amendment to the states . That conflict between the circuits was widely seen as inviting xquick to the Supreme Court . gun rights activists accused her of revealing (anti) not gun bias in her vote . URL: http://www .nytimescom,0,0,,,
55,The Federal Reserve left interest rates steady today but downgraded its view of the economy and signaled that it would consider cutting rates if the recovery from last year's recession continued to lose the xcorporate bond market that is making it harder for some companies to obtain financing . They say a rate cut would have a positive psychological impact and would keep the Fed in front of what some analysts think is a growing threat of deflation x a broad based x hard to reverse decline to xa worry over economic weakness . Graph tracks BALANCE OF RISKS from 1999 2002:Inflation (higher rates)NeutralWeakness (lower rates) Graph also tracks Fed funds target rate from 1999 2002 Yesterday's change to concern over weakness (Source: Federal Reserve) Copyright 2002 The New York Times Company,0,0,,,
56,"The United States will seek to extend the two year ceiling on Japanese car imports for 12 months to protect the flagging domestic auto industry x according to the American trade representative x Bill Brock . The American industry x plagued by its lowest sales in two decades x needs more breathing room x he said x to enable it to recover when the economy improves . ''I believe a third year of voluntary auto export restraint by the Government of Japan is necessary ,'' Mr Brock wrote in a letter to Senator John C . Danforth x Republican of Missouri x that was disclosed today . Mr Danforth is chairman of the Senate Finance Committee's Subcommittee on International Trade . ''While the Japanese measures have been working x the domestic automotive industry continues to suffer because our economy has not recovered from the current recession ,'' Mr Brock wrote . Copyright 1982 The New York Times Company",1,0,,,
57,"Coal and steel and steam were the foundations of Cleveland's 20th century rise to a prosperous city of nearly one million people x at one point the nation's fifth largest . But x today the city is much x much smaller x and its economy relies more on good food x drink and experiences .  This is highly apparent along 450 feet of East Fourth Street x site of a 600 ,000 square foot xmixed use historic redevelopment that The Cleveland Plain Dealer x the city's major newspaper x has characterized as ''the jewel of Cleveland's entertainment district .''  About a third of the $110 million project is retail space and two thirds is housing . The redeveloped area has 14 restaurants x eight bars x a 16 lane bowling alley x a coffee shop x a theater x a nightclub and a concert stage that attracts national act xlike we are in now x we are doing good .'' URL: http://www .nytimescom",1,0,,,
58,THOUSANDS of Long Island homeowners lose their xxhomes x Mr Zimmer said in a telephone interview . This is not grant program x it's not handout x he said . It's a loan program that helps people re establish themselves and rebuild their lives . the Long Island Housing Partnership . Mr Lazio and the Partnership sponsored a Hauppauge conference on foreclosures . (Vic DeLucia/The New York Times) Copyright 1997 The New York Times Company,0,0,,,
