id,text,annotation,iteration,ka_mean,ka_lower,ka_upper
99,"Racially, I am asian. I like to discuss politics with my family and friends. I attend church. I am 33 years old. I am a man. I am very interested in politics.",1,0,,,
100,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 80 years old. I am a man. I am not very interested in politics.",1,0,,,
101,"Racially, I am black. I like to discuss politics with my family and friends. I do not attend church. I am 58 years old. I am a woman. I am somewhat interested in politics.",0,0,,,
102,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 51 years old. I am a man. I am very interested in politics.",1,0,,,
103,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 22 years old. I am a woman. I am not at all interested in politics.",0,0,,,
104,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 48 years old. I am a woman. I am very interested in politics.",1,0,,,
105,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 49 years old. I am a man. I am somewhat interested in politics.",1,0,,,
106,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 62 years old. I am a woman. I am somewhat interested in politics.",1,0,,,
107,"Racially, I am asian. I like to discuss politics with my family and friends. I attend church. I am 22 years old. I am a woman. I am not at all interested in politics.",0,0,,,
108,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 29 years old. I am a woman. I am somewhat interested in politics.",1,0,,,
109,"Racially, I am white. I do not attend church. I am 71 years old. I am a man.",1,0,,,
110,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 71 years old. I am a woman. I am somewhat interested in politics.",1,0,,,
111,"Racially, I am white. I never discuss politics with my family or friends. I do not attend church. I am 74 years old. I am a man. I am not very interested in politics.",1,0,,,
112,I like to discuss politics with my family and friends. I am a woman. I am very interested in politics.,0,0,,,
113,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 33 years old. I am a woman. I am somewhat interested in politics.",1,0,,,
114,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 75 years old. I am a man. I am very interested in politics.",1,0,,,
115,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 69 years old. I am a woman. I am somewhat interested in politics.",1,0,,,
116,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 73 years old. I am a man. I am not very interested in politics.",1,0,,,
117,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 73 years old. I am a man. I am somewhat interested in politics.",1,0,,,
118,"Racially, I am white. I do not attend church. I am 74 years old. I am a woman.",1,0,,,
119,"Racially, I am asian. I like to discuss politics with my family and friends. I attend church. I am 26 years old. I am a man. I am not very interested in politics.",1,0,,,
120,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 18 years old. I am a woman. I am not very interested in politics.",0,0,,,
121,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 65 years old. I am a man. I am not very interested in politics.",1,0,,,
122,"Racially, I am black. I like to discuss politics with my family and friends. I attend church. I am 67 years old. I am a woman. I am somewhat interested in politics.",0,0,,,
123,"Racially, I am white. I never discuss politics with my family or friends. I do not attend church. I am 25 years old. I am a man. I am somewhat interested in politics.",1,0,,,
124,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 48 years old. I am a woman. I am somewhat interested in politics.",1,0,,,
125,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 36 years old. I am a woman. I am very interested in politics.",1,0,,,
126,"Racially, I am asian. I like to discuss politics with my family and friends. I attend church. I am a woman. I am very interested in politics.",0,0,,,
127,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 37 years old. I am a man. I am very interested in politics.",1,0,,,
128,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 40 years old. I am a woman. I am not at all interested in politics.",1,0,,,
129,"Racially, I am hispanic. I like to discuss politics with my family and friends. I do not attend church. I am 71 years old. I am a woman. I am not very interested in politics.",1,0,,,
130,"Racially, I am black. I like to discuss politics with my family and friends. I attend church. I am a woman. I am somewhat interested in politics.",0,0,,,
131,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 74 years old. I am a man. I am very interested in politics.",1,0,,,
132,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 20 years old. I am a woman. I am not very interested in politics.",1,0,,,
133,"Racially, I am white. I attend church. I am a man.",1,0,,,
134,"Racially, I am white. I do not attend church. I am 34 years old. I am a woman.",1,0,,,
135,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 35 years old. I am a man. I am not at all interested in politics.",1,0,,,
136,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 44 years old. I am a woman. I am somewhat interested in politics.",1,0,,,
137,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 49 years old. I am a woman. I am not very interested in politics.",1,0,,,
138,"Racially, I am white. I never discuss politics with my family or friends. I do not attend church. I am 73 years old. I am a woman. I am somewhat interested in politics.",1,0,,,
139,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 26 years old. I am a woman. I am somewhat interested in politics.",1,0,,,
140,"Racially, I am white. I attend church. I am 69 years old. I am a woman.",1,0,,,
141,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am a woman. I am very interested in politics.",1,0,,,
142,"Racially, I am black. I never discuss politics with my family or friends. I do not attend church. I am 68 years old. I am a woman. I am not very interested in politics.",0,0,,,
143,"Racially, I am native American. I never discuss politics with my family or friends. I do not attend church. I am 26 years old. I am a man. I am not at all interested in politics.",1,0,,,
144,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 65 years old. I am a woman. I am somewhat interested in politics.",1,0,,,
145,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 68 years old. I am a woman. I am somewhat interested in politics.",1,0,,,
146,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 67 years old. I am a woman. I am somewhat interested in politics.",1,0,,,
147,"Racially, I am black. I attend church. I am 27 years old. I am a woman.",0,0,,,
148,I like to discuss politics with my family and friends. I attend church. I am 41 years old. I am a woman. I am very interested in politics.,1,0,,,
149,"Racially, I am black. I like to discuss politics with my family and friends. I do not attend church. I am 30 years old. I am a woman. I am not very interested in politics.",0,0,,,
150,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 45 years old. I am a woman. I am somewhat interested in politics.",1,0,,,
151,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 28 years old. I am a man. I am somewhat interested in politics.",1,0,,,
152,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 59 years old. I am a woman. I am somewhat interested in politics.",1,0,,,
153,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 25 years old. I am a woman. I am very interested in politics.",1,0,,,
154,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 63 years old. I am a woman. I am somewhat interested in politics.",1,0,,,
155,I attend church. I am 27 years old. I am a man.,1,0,,,
156,"Racially, I am white. I attend church. I am 80 years old. I am a man.",1,0,,,
157,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 76 years old. I am a man. I am very interested in politics.",1,0,,,
158,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 56 years old. I am a woman. I am somewhat interested in politics.",1,0,,,
159,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 73 years old. I am a woman. I am somewhat interested in politics.",1,0,,,
160,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 75 years old. I am a man. I am very interested in politics.",1,0,,,
161,"Racially, I am asian. I like to discuss politics with my family and friends. I attend church. I am 64 years old. I am a woman. I am somewhat interested in politics.",1,0,,,
162,"Racially, I am black. I do not attend church. I am 80 years old. I am a woman.",1,0,,,
163,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 26 years old. I am a woman. I am not very interested in politics.",1,0,,,
164,"Racially, I am native American. I like to discuss politics with my family and friends. I attend church. I am 61 years old. I am a man. I am very interested in politics.",1,0,,,
165,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 36 years old. I am a man. I am not very interested in politics.",1,0,,,
166,"Racially, I am asian. I like to discuss politics with my family and friends. I do not attend church. I am 28 years old. I am a man. I am not at all interested in politics.",0,0,,,
167,"Racially, I am white. I do not attend church. I am 45 years old. I am a woman.",1,0,,,
168,"Racially, I am black. I like to discuss politics with my family and friends. I do not attend church. I am 42 years old. I am a woman. I am not at all interested in politics.",0,0,,,
169,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 34 years old. I am a woman. I am somewhat interested in politics.",1,0,,,
170,"Racially, I am asian. I like to discuss politics with my family and friends. I attend church. I am 56 years old. I am a man. I am very interested in politics.",1,0,,,
171,"Racially, I am white. I do not attend church. I am 27 years old. I am a man.",1,0,,,
172,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 43 years old. I am a man. I am somewhat interested in politics.",1,0,,,
173,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 33 years old. I am a man. I am very interested in politics.",1,0,,,
174,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 19 years old. I am a woman. I am not at all interested in politics.",0,0,,,
175,I attend church. I am 57 years old. I am a man.,1,0,,,
176,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 67 years old. I am a woman. I am somewhat interested in politics.",1,0,,,
177,I like to discuss politics with my family and friends. I do not attend church. I am somewhat interested in politics.,1,0,,,
178,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 76 years old. I am a woman. I am somewhat interested in politics.",1,0,,,
179,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am a woman. I am somewhat interested in politics.",1,0,,,
180,"Racially, I am asian. I like to discuss politics with my family and friends. I do not attend church. I am 47 years old. I am a woman. I am not very interested in politics.",0,0,,,
181,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 76 years old. I am a woman. I am somewhat interested in politics.",1,0,,,
182,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 74 years old. I am a woman. I am somewhat interested in politics.",1,0,,,
183,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 60 years old. I am a man. I am very interested in politics.",1,0,,,
184,"Racially, I am asian. I like to discuss politics with my family and friends. I attend church. I am 44 years old. I am a man. I am somewhat interested in politics.",1,0,,,
185,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 36 years old. I am a man. I am somewhat interested in politics.",1,0,,,
186,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 32 years old. I am a woman. I am somewhat interested in politics.",1,0,,,
187,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 35 years old. I am a man. I am very interested in politics.",1,0,,,
188,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 60 years old. I am a woman. I am somewhat interested in politics.",1,0,,,
189,"Racially, I am native American. I never discuss politics with my family or friends. I do not attend church. I am 46 years old. I am a woman. I am somewhat interested in politics.",1,0,,,
190,"Racially, I am black. I never discuss politics with my family or friends. I do not attend church. I am 32 years old. I am a woman. I am not very interested in politics.",0,0,,,
191,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 77 years old. I am a man. I am somewhat interested in politics.",1,0,,,
192,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 25 years old. I am a woman. I am somewhat interested in politics.",1,0,,,
193,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 45 years old. I am a man. I am very interested in politics.",1,0,,,
194,"Racially, I am black. I like to discuss politics with my family and friends. I attend church. I am 40 years old. I am a man. I am somewhat interested in politics.",0,0,,,
195,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 57 years old. I am a man. I am not very interested in politics.",1,0,,,
196,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 57 years old. I am a woman. I am somewhat interested in politics.",1,0,,,
197,"Racially, I am asian. I never discuss politics with my family or friends. I do not attend church. I am 26 years old. I am a man. I am not very interested in politics.",1,0,,,
198,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 53 years old. I am a woman. I am very interested in politics.",1,0,,,
199,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 31 years old. I am a man. I am somewhat interested in politics.",1,0,,,
200,"Racially, I am asian. I like to discuss politics with my family and friends. I attend church. I am 38 years old. I am a woman. I am very interested in politics.",0,0,,,
201,"Racially, I am native American. I like to discuss politics with my family and friends. I attend church. I am 59 years old. I am a man. I am somewhat interested in politics.",1,0,,,
202,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 29 years old. I am a man. I am very interested in politics.",1,0,,,
203,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 45 years old. I am a woman. I am not very interested in politics.",1,0,,,
204,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 57 years old. I am a man. I am somewhat interested in politics.",1,0,,,
205,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 75 years old. I am a man. I am very interested in politics.",1,0,,,
206,"Racially, I am black. I like to discuss politics with my family and friends. I attend church. I am 59 years old. I am a man. I am somewhat interested in politics.",1,0,,,
207,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am a woman. I am somewhat interested in politics.",1,0,,,
208,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 32 years old. I am a man. I am not very interested in politics.",1,0,,,
209,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 77 years old. I am a woman. I am very interested in politics.",1,0,,,
210,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 66 years old. I am a woman. I am somewhat interested in politics.",1,0,,,
211,"Racially, I am white. I do not attend church. I am 74 years old.",1,0,,,
212,"Racially, I am black. I attend church. I am 49 years old. I am a woman.",0,0,,,
213,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 42 years old. I am a man. I am very interested in politics.",1,0,,,
214,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 47 years old. I am a man. I am somewhat interested in politics.",1,0,,,
215,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 26 years old. I am a man. I am somewhat interested in politics.",1,0,,,
216,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 66 years old. I am a man. I am very interested in politics.",1,0,,,
217,"Racially, I am white. I attend church. I am 57 years old. I am a woman.",1,0,,,
218,"Racially, I am white. I do not attend church. I am 75 years old. I am a woman.",1,0,,,
219,"Racially, I am white. I like to discuss politics with my family and friends. I attend church. I am 35 years old. I am a man. I am very interested in politics.",1,0,,,
220,I do not attend church. I am 30 years old. I am a woman.,1,0,,,
221,I like to discuss politics with my family and friends. I do not attend church. I am 26 years old. I am a woman. I am somewhat interested in politics.,1,0,,,
222,"Racially, I am asian. I like to discuss politics with my family and friends. I do not attend church. I am 38 years old. I am a woman. I am very interested in politics.",0,0,,,
223,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 64 years old. I am a man. I am somewhat interested in politics.",1,0,,,
224,"Racially, I am white. I do not attend church. I am 68 years old. I am a man.",1,0,,,
225,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 21 years old. I am a woman. I am not at all interested in politics.",1,0,,,
226,"Racially, I am white. I like to discuss politics with my family and friends. I do not attend church. I am 52 years old. I am a man. I am not very interested in politics.",1,0,,,
227,"Racially, I am asian. I like to discuss politics with my family and friends. I do not attend church. I am 26 years old. I am a woman. I am somewhat interested in politics.",0,0,,,
228,"Racially, I am black. I like to discuss politics with my family and friends. I attend church. I am 32 years old. I am a woman. I am somewhat interested in politics.",0,0,,,
229,"Racially, I am hispanic. I like to discuss politics with my family and friends. I do not attend church. I am 72 years old. I am a woman. I am very interested in politics.",1,0,,,
